inputs;aspects;start_position;end_position
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;frigobar;344;352
Hotel excelente.   Ótimo atendimento de todos os funcionários e do Gerente Geral. São muito gentis, atenciosos. Hotel muito confortável e agradável. Excelente localização. Quarto muito confortável, limpo e bem decorado e bem mobiliado.   Chagamos cedo, antes do horário do check-in e fomos imediatamente para o quarto reservado. Fomos recebidos pelo Gerente Geral, muito atencioso e educado, sempre perguntando se estávamos bem.;localização;159;170
Uma amiga indicou o hotel e adorei. Recepção atenciosa, quarto sempre limpo e localização perfeita. Fica entre o Panthéon e o Jardin du Luxembourg. Dá para conhecer muita coisa a pé, mas se preferir tem várias paradas de ônibus bem próximas.     O quarto é pequeno mas pra quem não é espaçoso é bem tranquilo de ficar. Escolhi ficar em um quarto com chuveiro e posso dizer que o box é muito pequeno. Não tem frigobar no quarto.     Na minha opinião, a localização X preço compensa.;hotel;20;25
"Estive hospedada no M.Saint Germain em agosto de 2011, adorei, voltei em agosto de 2012, continuei adorando, e estarei lá em agosto de 2013. Excelente equipe de funcionários, simpáticos e solícitos; café da manhã muito satisfatório; Consegui, inclusive, ficar no mesmo quarto que havia me hospedado no ano anterior...gentileza de Mousier Ives. Localização não podia ser melhor..melhores monumentos a poucos metros...perfeito!";café da manhã;199;212
Boa localização, limpeza média, bom café da manhã. Jantar no hotel custa caro (e vem pouco). Apartamentos novos, sem carpete (piso madeira laminada) e equipamentos do banheiro funcionam bem, porém banheiro extremamente pequeno.  De qualquer forma eu recomendo este hotel, que está a uns 700m da Torre Eiffel e possui boas opções perto: Mc Donalds, restaurantes, farmácia, supermercado, lojas de roupas, etc.  Ps.: Existe um funcionário na recepção que fala português (Patrick).;apartamento;93;104
para brasileiros:    para brasileiros este hotel é excelente, é exatamente ao lado da loja century 21 e a um quarteirão da J&R. perfeito para as compras.     O quarto é amplo e conforável, com boa cama e banheiro. a tv tb é grande.  o ponto negativo são os elevadores, dois estragaram no dia de ir embora e tivemos que esperar por mais de uma hora para descer com as malas.    quanto ao fato de estar em frente a obra do wtc, tem que estar ciente disto antes de reservar;hotel;43;48
Excelente localização,perto da Av.Champs-Elysees. ,metrô ao lado e a poucos passos da rue de faubourg saint honoré.O staff é muito amável,o quarto é agradável,embora não muito grande,bom para os padrões de Paris.Os quartos ao lado da rua tem barulho,peça interno.  O café da manhã é farto e vai até as 14h.Recomendo e voltarei.  Room Tip: Interno,os do lado da rua tem barulho.;localização;10;21
É, como os bons hotéis de New York, soberbo, elegante, excelentes serviços, agradável café da   manhã em uma ambiente lindo. Os preços embora elevados, estão nos padrões aceitáveis para a cidade e em sua localização - fantástica - embora próximo a tudo, sossegado. Tendo ao lado/fundos a Catedral de Saint Patrick. Altamente recomendável.;serviço;66;73
Conheci o Hotel pois fiz um evento no local onde é disponibilizado salas para tal fim. Acabei me hospedando ali mesmo.O Hotel é antigo, tem quantos, novos e antigos,O valor é muito bom, o café da manhã é ótimo, bem sortido, o local é de fácil acesso, fica em frente a rodoviária para quem chega de ônibus e quem precisa vir ou ir ao aeroporto, atravessa a rua e vai de metro até a estação aeroporto. Só não aconselho ir passear ao redor do hotel a pé pois é muito perigoso, mas tem shopping e bem pertinho que o valor de táxi será aproximadamente 10,00 reais, durante o dia é possível ir até o centro conhecer fazendo uma caminhada.;café da manhã;188;201
Essa foi minha segunda vez no Ibis Bastille. Excelente localização. Wi-Fi internet. Segurança. Fiquei no sétimo andar e achei o chuveiro com pouca pressão de água. E o quarto de frente para o elevador tem barulho da máquina do elevador. A vista do sétimo andar de frente é excelente. Dá até para ver a estátua da Bastilha. Voltarei a este hotel.;hotel;339;344
A relação custo beneficio foi afetada pelo tamanho do quarto apertado e banheiro muito grande. A localização é muito boa, proximo ao metro e esta situada em uma regiao tranquila de Paris proximo inclusive a um bom shopping center. O controle de temperatura do quarto deixa a desejar, excessivamente quente no inverno, onde o controle de temperatura do ar não funciona, prejudicando o item conforto. O preço é bom e os apartementos em bom estado de conservação.;shopping;214;222
Vi alguns comentários negativos no site e tive medo de reservar, mas tomei coragem e fiquei satisfeita. Fui com meu namorado, ficamos num quarto duplo, sem banheiro. Achei o custo-benefício excelente. O quarto era limpo, a cama era boa, e o local agradável, sem barulho. A localização é boa e o preço atende bem. Se quer se hospedar em NY sem gastar muito, bem localizado e com um quarto decente, pode reservar.;cama;223;227
O cassino em si é muito bom e o fato de ser próximo ao Luxor, MGM e New York garante uma boa diversão!!! O que deixa a desejar foi a limpeza do quarto que por ser de carpete o cheiro não era muito agradável assim como o quarto era um quarto velho.  Mas Las Vegas o que vc vai menos fazer é ficar nos quartos!!!;carpete;166;173
Hotel muito bem localizado, há 4 quadras do central park e a 5 da times square! Do lado da estacao de metro e muito perto de outras estações e linhas diferentes.  Próximo de restaurantes ótimos (Ruth Cris, serafina, fig & olive...)  O nosso quarto era pequeno, com cama queen, mas muito confortável! A internet e gratuita no lobby e tem um bar/café que auxilia antes de sair;hotel;0;5
Otimo Hotel, boa estrutura de alimentação. Excelente localização para quem quer conhecer e andar por NY. Nao deixar de jantar uma noite no restaurante giratório do 48 andar, a vista e magnifica e o bufet muito bom. O preço da diária e um pouco caro pois nao inclui o café da manha, senão fica mais Salgado. Mas vale muito a pena pois o Hotel nao e daqueles velhos e também caros de NY. O Quarto e excelente, muito espaçoso.;preço;217;222
Estive com meus filhos jovens por 5 semanas, os meninos estudando e eu uma mãe muito feliz! Gostei muito do serviço, os funcionários muito atenciosos, bom café da manhã, jantar de seg. a quinta de cortesia. Para quem quiser se sentir em casa, podendo preparar suas refeições, com serviço de lavanderia, office e Van transporte até Strip e mais...eu recomendo!;lavanderia;291;301
Gostei do hotel, mas vou direto aos pontos negativos: o ar condicionado não funcionou. Pedi o reparo e não fui atendida. Além disso, a fila para o check-in foi vergonhosa, fiquei quase duas horas em pé. Tirando isso, achei o quarto maravilhoso (bonito e limpo) e a localização é incrível. Metrô na calçada do hotel e funcionários muito simpáticos. O preço é salgado, mas vale a pena. Eu recomendo!!!;funcionários;317;329
Passei a semana de 27/09/11 a 04/10/11 em Paris hospedado no Le Colbert. O Staff foi realmente muito atencioso e solicito. O hotel é aconchegante e tem uma localização privilegiada muito próximo a Notre Dame (menos de 5 min a pé) e ao Quartier Latin.   Café da manhã continental incluso em ambiente agradável com atendimento impecável.  Recomendo.  Marcio Amorim;localização;156;167
Hospedagem em região central, somente fiquei porque era a trabalho, impossivel sair a noite. Quartos reformados sem carpete mas minusculo, somente cabe uma pessoa. Local do café da manhã sem espaço e pouca variedade. Atendimente bem ruim, como o hotel estava lotado a recepcionista da noite simplesmente nem olhava na minha cara.;hotel;246;251
O pagamento tem que ser na entrada, sem a possibilidade de parcelar, além disso na entrada não há rampa e nenhum funcionário se prontifica a te ajudar com as bagagens. No período que me hospedei ( 5 dias ) o WIFI não pegou em nenhum instante e o computador do hotel disponível para os hospedes estava cheio de vírus o que bloqueou minha conta no facebook. A limpeza, a localização e o café da manhã estavam ótimos, porém esse último começava apenas as 7, o que complica a vida de quem está na cidade a negocios ou para prestar vestibular A empresa de táxi demora demais para chegar no hotel e os funcionários não são capacitados para sugerir passeios turisticos. Não recomendo.;café da manhã;385;398
Sabemos que hoteis na Europa são fraquinhos, mas o Cardinal surpreendeu muito! Quarto com um espaço bom, cama confortável, limpissimo e um chuveiro SPA com jatos de agua de todos os lados até massageador nas costas. Delicioso!! Localização perfeita, No centro de Paris, perto da Notre Dame, atendimento da recepção muito bom.  Vale a pena!!;localização;228;239
O serviço na recepção do hotel é muito boa. Toda a equipe trabalha tentando satisfazer as necessidades dos hóspedes, porém as equipes do restaurante e das camareiras não falam inglês, e isto dificulta em muito o entendimento. O quarto é do tamanho padrão, bem limpo, com banheiro com bom chuveiro. Infelizmente nosso quarto era em frente ao elevador e por isto com muito barulho. Com hotel lotados não tivemos opção de trocar de quarto. O café da manhã superou as expectativas.;chuveiro;288;296
Bem perto do Waldorf Astoria, o San Carlos fica a algumas quadras da Broadway e do Central Park. As pessoas da recepção são muito atenciosas e o café da manhã já incluso é bom. O Quarto é bem limpo. O quarto que escolhi tinha sala com um frigo bar separado para que pudessemos colocar nossas compras, assim como uma copa.;café da manhã;145;158
Café bem ruinzinho. Fica longe do centro mas perto do aeroporto. Estacionamento meio estranho sem segurança. Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.;estacionamento;65;79
Esse hotel possui uma otima infra-estrutura, porem é extremamente distante do pontos turisticos no centro. Vale a pena pelo preço. O quarto era enorme e muito limpo. Um hotel é mais familiar. Otimo cassino no interior do hotel. O atendimento foi fantastico do inicio ao fim. A area da piscina achei um pouco pequena tratando-se de Vegas. Mas foi muito bom mesmo assim, vale a pena e comendo se estiver de carro (Otimo custo beneficio).;piscina;285;292
Quarto grande, mas bem simples,sem frigobar. No banheiro só um sabonete e um kit de shampoo, ambos sem qualidade. Não colocam nem itens os básicos, como touca de banho e algodão. As toalhas são ásperas e a limpeza deixa a desejar. A recepção do hotel fica no oitavo andar, qualquer pessoa tem acesso ao hotel sem precisar se identificar . Este não é um hotel indicado para um viajante que gosta de luxo e atendimento personalizado.;limpeza;206;213
